id,wikidata_id,name,gender,birthdate,birthplace,latitude,longitude,pcs_id,weight_kg,height_m,total_wins,current_team,wikipedia_url,fetched_at
898,Q1602727,Helle Sørensen,kvinde,1963-05-22,Ringsted Kommune,55.445276,11.788908,228310,56.0,1.59,0,,https://pt.wikipedia.org/wiki/Helle_S%C3%B8rensen,2026-04-06T16:17:37.846580+00:00
899,Q18396929,Henning Jørgensen,mand,1949-03-06,Region Midtjylland,56.166666666,9.5,233499,71.0,1.77,0,,https://pt.wikipedia.org/wiki/Henning_J%C3%B8rgensen,2026-04-06T16:17:49.204020+00:00
227,Q16186764,Henning Larsen,mand,1955-04-12,Fraugde,55.3544,10.4883,,,,0,,https://pt.wikipedia.org/wiki/Henning_Larsen_(ciclista_nascido_em_1955),2026-04-06T15:50:01.217116+00:00
900,Q16557361,Henning Petersen,mand,1939-09-03,Søllerød Kommune,55.816666666,12.516666666,203663,,,0,,https://fr.wikipedia.org/wiki/Henning_Petersen,2026-04-06T16:17:59.728735+00:00
229,Q5715034,Henning R. Larsen,mand,1931-04-09,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Henning_Larsen,2026-04-06T15:50:01.217116+00:00
230,Q16146593,Henrik Baltzersen,mand,1984-08-14,Bjerringbro,56.375555555,9.655,,,,0,,https://pt.wikipedia.org/wiki/Henrik_Baltzersen,2026-04-06T15:50:01.217116+00:00
901,Q101951317,Henrik Breiner Pedersen,mand,2004-12-03,Sønder Felding,55.942777777,8.782777777,262283,,,0,,https://nl.wikipedia.org/wiki/Henrik_Pedersen_(wielrenner),2026-04-06T16:18:10.191394+00:00
902,Q2067186,Henrik Djernis,mand,1966-04-22,Svebølle,55.6511,11.2808,191076,,,0,,https://sv.wikipedia.org/wiki/Henrik_Djernis,2026-04-06T16:18:20.864404+00:00
233,Q106409590,Henrik Hammel,mand,1969-05-07,,,,,,,0,,https://de.wikipedia.org/wiki/Henrik_Hammel,2026-04-06T15:50:01.217116+00:00
234,Q20016003,Henrik Salée,mand,1955-11-28,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Henrik_Sal%C3%A9e,2026-04-06T15:50:01.217116+00:00
235,Q1606540,Henry Brask Andersen,mand,1896-06-23,København,55.676111111,12.568888888,,,,0,,https://sv.wikipedia.org/wiki/Henry_Brask_Andersen,2026-04-06T15:50:01.217116+00:00
903,Q763580,Henry Hansen,mand,1902-03-16,København,55.676111111,12.568888888,230360,,,0,,https://uk.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D1%80%D1%96_%D0%93%D0%B0%D0%BD%D1%81%D0%B5%D0%BD_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA),2026-04-06T16:18:31.489373+00:00
237,Q120266383,Henry Jørgensen,mand,1907-01-03,,,,,,,0,,https://de.wikipedia.org/wiki/Henry_J%C3%B8rgensen,2026-04-06T15:50:01.217116+00:00
904,Q115903111,Hjalte Thor Knudsen,mand,2003-04-15,Hundested,55.963611111,11.8525,260795,,,0,,https://da.wikipedia.org/wiki/Hjalte_Thor_Knudsen,2026-04-06T16:18:42.005433+00:00
239,Q2791636,Holger Guldager,mand,1904-09-16,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Holger_Guldager,2026-04-06T15:50:01.217116+00:00
905,Q117034664,Hugo Rishøj,mand,2006-05-14,København,55.676111111,12.568888888,282369,,,0,,https://da.wikipedia.org/wiki/Hugo_Rish%C3%B8j,2026-04-06T16:18:52.649041+00:00
906,Q99293725,Ian Millennium,mand,2001-02-17,Odense,55.4,10.383333333,261730,,,0,,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BB%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D1%83%D0%BC,_%D0%9C%D0%B0%D1%80%D0%BA_%D0%98%D0%B0%D0%BD",2026-04-06T16:19:03.057201+00:00
242,Q63614779,Ib Laursen,mand,1926-09-26,København,55.676111111,12.568888888,,,,0,,https://da.wikipedia.org/wiki/Ib_Laursen,2026-04-06T15:50:01.217116+00:00
243,Q16090307,Ib Vagn Hansen,mand,1926-01-04,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Ib_Vagn_Hansen,2026-04-06T15:50:01.217116+00:00
907,Q120199196,Ib Varbæk,mand,1940-12-16,,,,245302,,,0,,https://de.wikipedia.org/wiki/Ib_Varb%C3%A6k,2026-04-06T16:19:13.817557+00:00
908,Q115430325,Ida Dam Fialla,kvinde,2008-08-13,Odense,55.4,10.383333333,304380,,,0,,https://de.wikipedia.org/wiki/Ida_Fialla,2026-04-06T16:19:24.651727+00:00
909,Q112438446,Ida Krickau Ketelsen,kvinde,2006-06-15,Solrød Strand,55.531944444,12.219444444,282338,,,0,,https://da.wikipedia.org/wiki/Ida_Krickau_Ketelsen,2026-04-06T16:19:35.328895+00:00
910,Q109553112,Ida Mechlenborg Krum,kvinde,2004-03-21,Fredericia,55.564444444,9.759722222,260943,,,0,,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%83%D0%BC,_%D0%98%D0%B4%D0%B0_%D0%9C%D0%B5%D0%BA%D0%BB%D0%B5%D0%BD%D0%B1%D0%BE%D1%80%D0%B3",2026-04-06T16:19:46.188705+00:00
248,Q19879185,Ivar Jakobsen,mand,1954-01-05,Frederiksberg,55.6779,12.5327,,,,0,,https://pt.wikipedia.org/wiki/Ivar_Jakobsen,2026-04-06T15:50:01.217116+00:00
911,Q115092401,Jacob Bausager,mand,1960-01-23,Roskilde,55.641666666,12.080833333,178518,,,0,,https://da.wikipedia.org/wiki/Jacob_Bausager,2026-04-06T16:19:56.908585+00:00
912,Q4439719,Jacob Gram Nielsen,mand,1976-06-15,Næstved,55.23333333,11.76666667,231899,,,0,,https://nl.wikipedia.org/wiki/Jacob_Gram_Nielsen,2026-04-06T16:20:07.452730+00:00
913,Q42572176,Jacob Hindsgaul,mand,2000-07-14,Middelfart,55.505833333,9.730555555,207950,67.0,1.9,0,,https://tr.wikipedia.org/wiki/Jacob_Hindsgaul,2026-04-06T16:20:18.264856+00:00
914,Q330253,Jacob Moe Rasmussen,mand,1975-01-19,Amager,55.616666666,12.616666666,117776,,,0,,https://nl.wikipedia.org/wiki/Jacob_Moe_Rasmussen,2026-04-06T16:20:28.810021+00:00
915,Q1677598,Jacob Nielsen,mand,1978-01-12,Horsens,55.861944444,9.851944444,134331,,,0,,https://fr.wikipedia.org/wiki/Jacob_Nielsen_(cyclisme),2026-04-06T16:20:39.417936+00:00
916,Q106977307,Jacob Schebye,mand,2000-08-23,Bjæverskov,55.4575,12.0319,242842,,,0,,https://da.wikipedia.org/wiki/Jacob_Schebye,2026-04-06T16:20:49.957509+00:00
917,Q27266162,Jakob Egholm,mand,1998-04-27,Holbæk,55.7181,11.7103,193600,69.0,1.86,0,,https://cs.wikipedia.org/wiki/Jakob_Egholm,2026-04-06T16:21:00.388502+00:00
918,Q30224171,Jakob Frandsen,mand,1994-10-30,Ebeltoft,56.2,10.68,163398,,,0,,"https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D0%BD%D1%81%D0%B5%D0%BD,_%D0%AF%D0%BA%D0%BE%D0%B1",2026-04-06T16:21:10.867539+00:00
919,Q507962,Jakob Fuglsang,mand,1985-03-22,Genève,46.2,6.15,140870,67.0,1.82,0,,https://zh.wikipedia.org/wiki/%E9%9B%85%E5%90%84%E5%B8%83%C2%B7%E7%A6%8F%E5%B0%94%E6%A1%91,2026-04-06T16:21:21.584564+00:00
920,Q472590,Jakob Piil,mand,1973-03-09,Odense,55.4,10.383333333,115825,65.0,1.82,0,,https://sv.wikipedia.org/wiki/Jakob_Piil,2026-04-06T16:21:32.025562+00:00
921,Q99528699,James Møller,mand,,,,,321860,,,0,,https://da.wikipedia.org/wiki/James_M%C3%B8ller,2026-04-06T16:21:42.833053+00:00
922,Q1581415,Jan Bo Petersen,mand,1970-07-28,Næstved,55.23333333,11.76666667,182408,,,0,,https://uk.wikipedia.org/wiki/%D0%AF%D0%BD_%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D1%81%D0%B5%D0%BD_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA),2026-04-06T16:21:53.274134+00:00
923,Q2335961,Jan Erik Østergaard,mand,1961-02-20,Vejle Kommune,55.705,9.532777777,168082,,,0,,"https://ru.wikipedia.org/wiki/%D0%AD%D1%81%D1%82%D0%B5%D1%80%D0%B3%D0%BE%D1%80,_%D0%AF%D0%BD",2026-04-06T16:22:03.781656+00:00
924,Q91231849,Jan Høegh,mand,1946-04-13,,,,226324,,,0,,https://de.wikipedia.org/wiki/Jan_H%C3%B8egh,2026-04-06T16:22:14.212042+00:00
263,Q12319032,Jan Ingstrup-Mikkelsen,mand,1944-02-25,Helsingør,56.036,12.6106,,,,0,,https://pt.wikipedia.org/wiki/Jan_Ingstrup-Mikkelsen,2026-04-06T15:50:01.217116+00:00
264,Q106651078,Jan Møller,mand,1957-11-16,,,,,,,0,,https://de.wikipedia.org/wiki/Jan_M%C3%B8ller,2026-04-06T15:50:01.217116+00:00
265,Q6170804,Jean Hansen,mand,1932-03-06,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Jean_Hansen,2026-04-06T15:50:01.217116+00:00
266,Q125855952,Jens Gorm Hansen,mand,1976-03-02,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D1%81%D0%B5%D0%BD,_%D0%99%D0%B5%D0%BD%D1%81_%D0%93%D0%BE%D1%80%D0%BC",2026-04-06T15:50:01.217116+00:00
267,Q6179723,Jens Juul Eriksen,mand,1926-07-09,Aarhus,56.156388888,10.209722222,,,,0,,https://pt.wikipedia.org/wiki/Jens_Juul_Eriksen,2026-04-06T15:50:01.217116+00:00
268,Q1687336,Jens Petersen,mand,1919-04-24,København,55.676111111,12.568888888,,,,0,,https://de.wikipedia.org/wiki/Jens_Petersen_(Radsportler),2026-04-06T15:50:01.217116+00:00
925,Q17560927,Jens Sørensen,mand,1941-04-04,København,55.676111111,12.568888888,246640,,,0,,https://simple.wikipedia.org/wiki/Jens_S%C3%B8rensen_(cyclist),2026-04-06T16:22:24.841514+00:00
926,Q637607,Jens Veggerby,mand,1962-10-20,København,55.676111111,12.568888888,168045,,,0,,https://sv.wikipedia.org/wiki/Jens_Veggerby,2026-04-06T16:22:35.527781+00:00
927,Q1382244,Jens-Erik Madsen,mand,1981-03-30,Randers,56.456944444,10.039166666,133273,,,0,,https://uk.wikipedia.org/wiki/%D0%84%D0%BD%D1%81-%D0%95%D1%80%D1%96%D0%BA_%D0%9C%D0%B0%D0%B4%D1%81%D0%B5%D0%BD,2026-04-06T16:22:46.079029+00:00
928,Q54887601,Jeppe Aaskov Pallesen,mand,1997-07-17,Aarhus,56.156388888,10.209722222,204035,60.0,1.74,0,,https://fr.wikipedia.org/wiki/Jeppe_Aaskov_Pallesen,2026-04-06T16:22:56.619461+00:00
929,Q106864110,Jeppe Falk-Kristensen,mand,1998-09-14,,,,221962,,,0,,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BB%D1%8C%D0%BA-%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B5%D0%BD%D1%81%D0%B5%D0%BD,_%D0%99%D0%B5%D0%BF%D0%BF%D0%B5",2026-04-06T16:23:07.349242+00:00
274,Q124805924,Jesper Agergaard Jensen,mand,1975-02-18,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%B5%D1%80%D0%B3%D0%BE%D1%80,_%D0%99%D0%B5%D1%81%D0%BF%D0%B5%D1%80",2026-04-06T15:50:01.217116+00:00
930,Q28970278,Jesper Bundgaard Vinkel,mand,1996-02-07,Holstebro,56.358055555,8.6175,181036,,,0,,https://da.wikipedia.org/wiki/Jesper_Bundgaard_Vinkel,2026-04-06T16:23:17.951152+00:00
931,Q16645732,Jesper Hansen,mand,1990-10-23,København,55.676111111,12.568888888,138480,60.0,1.72,0,,https://sv.wikipedia.org/wiki/Jesper_Hansen_(cyklist),2026-04-06T16:23:28.538174+00:00
932,Q1688106,Jesper Mørkøv,mand,1988-03-11,Kokkedal,55.908333333,12.49,128464,,,0,,https://sv.wikipedia.org/wiki/Jesper_M%C3%B8rk%C3%B8v,2026-04-06T16:23:39.220345+00:00
933,Q28970733,Jesper Schultz,mand,1996-02-27,Danmark,56.0,10.0,179100,60.0,1.81,0,,https://fr.wikipedia.org/wiki/Jesper_Schultz,2026-04-06T16:23:49.856991+00:00
934,Q910991,Jesper Skibby,mand,1964-03-21,Silkeborg,56.166666666,9.55,113558,70.0,1.88,0,,https://sv.wikipedia.org/wiki/Jesper_Skibby,2026-04-06T16:24:00.483185+00:00
935,Q1357444,Jesper Worre,mand,1959-06-05,Frederiksberg,55.6779,12.5327,168904,,,0,,https://sv.wikipedia.org/wiki/Jesper_Worre,2026-04-06T16:24:11.078495+00:00
936,Q1688514,Jette Fuglsang,kvinde,1978-05-31,Thisted,56.9539,8.6903,117506,,,0,,https://de.wikipedia.org/wiki/Jette_Fuglsang,2026-04-06T16:24:22.534156+00:00
937,Q946823,Jimmi Madsen,mand,1969-01-04,København,55.676111111,12.568888888,114485,,,0,,https://uk.wikipedia.org/wiki/%D0%94%D0%B6%D0%B8%D0%BC%D0%BC%D1%96_%D0%9C%D0%B0%D0%B4%D1%81%D0%B5%D0%BD,2026-04-06T16:24:33.200595+00:00
938,Q1689279,Jimmi Sørensen,mand,1990-11-07,,,,139821,,,0,,https://fr.wikipedia.org/wiki/Jimmi_S%C3%B8rensen,2026-04-06T16:24:43.655312+00:00
284,Q23771382,Jimmi Therkelsen,mand,1991-07-07,Billund,55.7243,9.1188,,,,0,,https://en.wikipedia.org/wiki/Jimmi_Therkelsen,2026-04-06T15:50:01.217116+00:00
286,Q21089268,Jimmy Hansen,mand,1974-02-08,,,,,,,0,,https://ca.wikipedia.org/wiki/Jimmy_Hansen,2026-04-06T15:50:01.217116+00:00
939,Q1689363,Jimmy Hansen,mand,1978-08-17,Bagsværd,55.76,12.455,115265,,,0,,https://de.wikipedia.org/wiki/Jimmy_Hansen,2026-04-06T16:24:54.272383+00:00
287,Q1689376,Jimmy Johnsen,mand,1978-05-30,,,,,,,0,,https://es.wikipedia.org/wiki/Jimmy_Johnsen,2026-04-06T15:50:01.217116+00:00
940,Q3179494,Joachim Parbo,mand,1974-11-18,Struer,56.491666666,8.594444444,190268,,,0,,https://fr.wikipedia.org/wiki/Joachim_Parbo,2026-04-06T16:25:04.768862+00:00
941,Q131819055,Joakim Bukdal,mand,1994-09-04,Nykøbing Falster,54.766666666,11.883333333,169960,,,0,,https://da.wikipedia.org/wiki/Joakim_Bukdal,2026-04-06T16:25:15.382256+00:00
942,Q131267117,Johan Eltoft,mand,2007-01-11,Ammitsbøl,55.6492881,9.4098428,315434,,,0,,https://da.wikipedia.org/wiki/Johan_Eltoft,2026-04-06T16:25:27.262615+00:00
943,Q42563237,Johan Langballe,mand,1999-02-09,Viby,56.125,10.161111111,203492,,,0,,https://fr.wikipedia.org/wiki/Johan_Langballe,2026-04-06T16:25:38.107069+00:00
292,Q11727659,Johan Norman Hansen,mand,1890-12-27,Danmark,56.0,10.0,,,,0,,https://pl.wikipedia.org/wiki/Johan_Norman_Hansen,2026-04-06T15:50:01.217116+00:00
944,Q42310154,Johan Price-Pejtersen,mand,1999-05-26,Frederiksberg,55.6779,12.5327,205930,83.0,1.91,0,,https://pt.wikipedia.org/wiki/Johan_Price-Pejtersen,2026-04-06T16:25:48.634987+00:00
945,Q124748268,Johann Bünger,mand,2007-08-23,,,,303218,,,0,,"https://ru.wikipedia.org/wiki/%D0%91%D1%8E%D0%BD%D0%B3%D0%B5%D1%80,_%D0%99%D0%BE%D1%85%D0%B0%D0%BD%D0%BD",2026-04-06T16:25:59.200952+00:00
295,Q12320029,Johanne Jørgensen,kvinde,1870-01-01,,,,,,,0,,https://da.wikipedia.org/wiki/Johanne_J%C3%B8rgensen,2026-04-06T15:50:01.217116+00:00
946,Q6216944,Johannes Reinwaldt,mand,1890-05-14,København,55.676111111,12.568888888,253332,,,0,,https://pt.wikipedia.org/wiki/Johannes_Reinwaldt,2026-04-06T16:26:09.771195+00:00
947,Q3181200,John Carlsen,mand,1961-12-31,Vinderød,55.988,12.03,168041,,,0,,https://pt.wikipedia.org/wiki/John_Carlsen,2026-04-06T16:26:20.571041+00:00
948,Q15221030,John Ebsen,mand,1988-11-15,,,,136498,58.0,1.76,0,,https://fr.wikipedia.org/wiki/John_Kronborg_Ebsen,2026-04-06T16:26:30.992389+00:00
299,Q17560929,John Lundgren,mand,1940-07-30,Aarhus,56.156388888,10.209722222,,,,0,,https://pt.wikipedia.org/wiki/John_Lundgren,2026-04-06T15:50:01.217116+00:00
949,Q1702432,Johnny Weltz,mand,1962-03-20,København,55.676111111,12.568888888,140993,65.0,1.78,0,,https://sv.wikipedia.org/wiki/Johnny_Weltz,2026-04-06T16:26:41.477740+00:00
950,Q1382311,Jonas Aaen Jørgensen,mand,1986-04-20,Glostrup,55.6628,12.3972,140185,63.0,1.75,0,,"https://ru.wikipedia.org/wiki/%D0%99%D1%91%D1%80%D0%B3%D0%B5%D0%BD%D1%81%D0%B5%D0%BD,_%D0%99%D0%BE%D0%BD%D0%B0%D1%81_%D0%90%D0%B5%D0%BD",2026-04-06T16:26:52.032386+00:00
951,Q23950510,Jonas Gregaard,mand,1996-07-30,Herlev,55.731,12.424,179351,66.0,1.84,0,,https://nl.wikipedia.org/wiki/Jonas_Gregaard,2026-04-06T16:27:02.675409+00:00
952,Q56318397,Jonas Lindberg,mand,1997-10-12,Gammel Rye,56.0783,9.7014,193599,,,0,,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BD%D0%B4%D0%B1%D0%B5%D1%80%D0%B3,_%D0%99%D0%BE%D0%BD%D0%B0%D1%81",2026-04-06T16:27:13.121991+00:00
953,Q16646118,Jonas Pedersen,mand,1992-06-06,,,,137369,,,0,,"https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D0%B4%D0%B5%D1%80%D1%81%D0%B5%D0%BD,_%D0%99%D0%BE%D0%BD%D0%B0%D1%81",2026-04-06T16:27:23.680105+00:00
954,Q18222046,Jonas Poulsen,mand,1995-04-03,Danmark,56.0,10.0,170562,,,0,,https://fr.wikipedia.org/wiki/Jonas_Poulsen,2026-04-06T16:27:34.130374+00:00
955,Q26868933,Jonas Vingegaard,mand,1996-12-10,Hillerslev,57.0114,8.7308,196424,58.0,1.75,0,,https://uk.wikipedia.org/wiki/%D0%99%D0%BE%D0%BD%D0%B0%D1%81_%D0%92%D1%96%D0%BD%D0%B3%D0%B5%D0%B3%D0%BE%D1%80,2026-04-06T16:27:44.796838+00:00
956,Q66605813,Joshua Gudnitz,mand,2001-08-19,Helsingør,56.036,12.6106,219421,69.0,1.77,0,,https://it.wikipedia.org/wiki/Joshua_Gudnitz,2026-04-06T16:27:55.453294+00:00
957,Q126683137,Joshua Von Wettstein,mand,2007-03-24,København,55.676111111,12.568888888,313021,,,0,,https://da.wikipedia.org/wiki/Joshua_Von_Wettstein,2026-04-06T16:28:05.922825+00:00
958,Q111494221,Julie Gaumitz Storm,kvinde,1996-04-24,Odense,55.4,10.383333333,270167,,,0,,"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%BE%D1%80%D0%BC,_%D0%AE%D0%BB%D0%B8%D0%B5_%D0%93%D0%B0%D1%83%D0%BC%D0%B8%D1%82%D1%81",2026-04-06T16:28:16.854823+00:00
959,Q106152649,Julie Lillelund,kvinde,2005-02-21,Ikast,56.1356,9.1547,271206,,,0,,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BB%D0%BB%D0%B5%D0%BB%D1%83%D0%BD%D0%BD,_%D0%AE%D0%BB%D0%B8%D0%B5",2026-04-06T16:28:27.698910+00:00
960,Q119458843,Julie Marckmann Sørensen,kvinde,2000-12-19,Saltum,57.2719,9.6972,294234,,,0,,https://da.wikipedia.org/wiki/Julie_Marckmann_S%C3%B8rensen,2026-04-06T16:28:38.183340+00:00
961,Q110070911,Julie Nielsen Maribo,kvinde,1995-02-09,Lynge,55.8397,12.2767,271166,60.0,1.71,0,,https://da.wikipedia.org/wiki/Julie_Nielsen_Maribo,2026-04-06T16:28:49.657314+00:00
962,Q1569983,Julie Norman Leth,kvinde,1992-07-13,Mårslet,56.0683,10.1617,134560,68.0,1.75,0,,https://sv.wikipedia.org/wiki/Julie_Norman_Leth,2026-04-06T16:29:00.363670+00:00
314,Q125862222,Julie Solbjerg Appel,kvinde,1980-11-22,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%90%D0%BF%D0%BF%D0%B5%D0%BB%D1%8C,_%D0%AE%D0%BB%D0%B8%D0%B5_%D0%A1%D0%BE%D0%BB%D1%8C%D0%B1%D1%8C%D0%B5%D1%80%D0%B3",2026-04-06T15:50:01.217116+00:00
963,Q109863582,Julie Uhre,kvinde,2004-04-07,Tjæreborg,55.463,8.583,260879,,,0,,https://da.wikipedia.org/wiki/Julie_Uhre,2026-04-06T16:29:11.511975+00:00
964,Q28934535,Julius Johansen,mand,1999-09-13,Blovstrød,55.8703,12.3864,197224,77.0,1.88,0,,https://en.wikipedia.org/wiki/Julius_Johansen,2026-04-06T16:29:22.229900+00:00
965,Q131392422,Julius Løvstrup Birkedal,mand,2008-11-24,Nyråd,55.0042,11.9611,311679,,,0,,https://da.wikipedia.org/wiki/Julius_L%C3%B8vstrup_Birkedal,2026-04-06T16:29:32.780256+00:00
966,Q102353411,Julius Nowak Dalner,mand,2002-06-07,Holbæk,55.7181,11.7103,244793,,,0,,https://da.wikipedia.org/wiki/Julius_Nowak_Dalner,2026-04-06T16:29:43.470171+00:00
967,Q18392815,Junker Jørgensen,mand,1946-05-17,Roskilde,55.641666666,12.080833333,240368,,,0,,https://pt.wikipedia.org/wiki/Junker_J%C3%B8rgensen,2026-04-06T16:29:54.203173+00:00
968,Q17484185,Jørgen B. Jørgensen,mand,1936-04-01,København,55.676111111,12.568888888,244487,,,0,,https://pt.wikipedia.org/wiki/J%C3%B8rgen_J%C3%B8rgensen,2026-04-06T16:30:04.677124+00:00
969,Q2358559,Jørgen Bo Petersen,mand,1970-04-11,Hørsholm,55.878611111,12.499166666,114254,,,0,,https://nl.wikipedia.org/wiki/J%C3%B8rgen_Bo_Petersen,2026-04-06T16:30:15.479082+00:00
322,Q1090983,Jørgen Emil Hansen,mand,1942-12-07,København,55.676111111,12.568888888,,,,0,,https://uk.wikipedia.org/wiki/%D0%84%D1%80%D2%91%D0%B5%D0%BD_%D0%93%D0%B0%D0%BD%D1%81%D0%B5%D0%BD_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA),2026-04-06T15:50:01.217116+00:00
970,Q16091599,Jørgen Frank Rasmussen,mand,1930-11-21,Rødovre,55.6811,12.4558,246574,,,0,,https://pt.wikipedia.org/wiki/J%C3%B8rgen_Frank_Rasmussen,2026-04-06T16:30:26.150375+00:00
324,Q18044255,Jørgen Jensen,mand,1947-01-06,Odense,55.4,10.383333333,,,,0,,https://pt.wikipedia.org/wiki/J%C3%B8rgen_Jensen,2026-04-06T15:50:01.217116+00:00
971,Q2625316,Jørgen Marcussen,mand,1950-05-15,Hillerød,55.933333333,12.3,168668,70.0,1.85,0,,https://de.wikipedia.org/wiki/J%C3%B8rgen_Marcussen,2026-04-06T16:30:36.739484+00:00
972,Q1559949,Jørgen Schmidt,mand,1945-08-03,Vester Alling,56.4108,10.2752,227727,,,0,,"https://ru.wikipedia.org/wiki/%D0%A8%D0%BC%D0%B8%D0%B4%D1%82,_%D0%99%D1%91%D1%80%D0%B3%D0%B5%D0%BD",2026-04-06T16:30:47.366814+00:00
327,Q110000646,Jørgen Timm,mand,1949-01-01,,,,,,,0,,https://de.wikipedia.org/wiki/J%C3%B8rgen_Timm,2026-04-06T15:50:01.217116+00:00
973,Q3109090,Jørgen V. Pedersen,mand,1959-10-08,København,55.676111111,12.568888888,167524,,,0,,https://sv.wikipedia.org/wiki/J%C3%B8rgen_V._Pedersen,2026-04-06T16:30:57.859971+00:00
974,Q1091842,Jørn Lund,mand,1944-08-26,Astrup,56.7671,9.9816,226346,,,0,,https://uk.wikipedia.org/wiki/%D0%84%D1%80%D0%BD_%D0%9B%D1%83%D0%BD%D0%B4_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA),2026-04-06T16:31:08.359586+00:00
975,Q1721824,Kaj Allan Olsen,mand,1927-02-19,Gentofte,55.7517,12.5508,183108,,,0,,https://pt.wikipedia.org/wiki/Kaj_Allan_Olsen,2026-04-06T16:31:18.842454+00:00
331,Q677563,Kaj Erik Jensen,mand,1942-02-19,Odense,55.4,10.383333333,,,,0,,https://pl.wikipedia.org/wiki/Kaj_Jensen,2026-04-06T15:50:01.217116+00:00
976,Q21062689,Kamilla Sofie Vallin,kvinde,1993-08-18,Hellerup,55.733333333,12.566666666,127640,,,0,,https://en.wikipedia.org/wiki/Kamilla_Sofie_Vallin,2026-04-06T16:31:29.374427+00:00
977,Q113039945,Kamma Bergholt,kvinde,2007-06-29,Varde,55.62,8.480555555,298257,,,0,,https://da.wikipedia.org/wiki/Kamma_Bergholt,2026-04-06T16:31:39.919010+00:00
334,Q125862172,Kariatta Esther Koroma,kvinde,1977-01-01,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BC%D0%B0,_%D0%9A%D0%B0%D1%80%D0%B8%D0%B0%D1%82%D1%82%D0%B0_%D0%AD%D1%81%D1%82%D0%B5%D1%80",2026-04-06T15:50:01.217116+00:00
978,Q2255964,Karina Skibby,kvinde,1965-06-16,Frederiksberg,55.6779,12.5327,228453,54.0,1.7,0,,https://pt.wikipedia.org/wiki/Karina_Skibby,2026-04-06T16:31:50.517112+00:00
979,Q111907330,Karl Hjøllund Klinge,mand,1998-09-21,Strib,55.5367,9.7722,198665,,,0,,https://da.wikipedia.org/wiki/Karl_Hj%C3%B8llund_Klinge,2026-04-06T16:32:01.081459+00:00
337,Q17388556,Karl Magnussen,mand,1915-04-21,Søllerød,55.812,12.503,,,,0,,https://pt.wikipedia.org/wiki/Karl_Magnussen,2026-04-06T15:50:01.217116+00:00
980,Q106871295,Karl-Erik Rosendahl,mand,2001-05-01,Svendborg,55.059722222,10.61,269339,,,0,,https://da.wikipedia.org/wiki/Karl-Erik_Rosendahl,2026-04-06T16:32:11.695385+00:00
981,Q64848597,Karoline Hemmsen,kvinde,1988-07-26,Vejen,55.4758,9.1381,204666,,,0,,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D0%BC%D0%BC%D1%81%D0%B5%D0%BD,_%D0%9A%D0%B0%D1%80%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5_%D0%9A%D0%BD%D1%83%D0%B4%D1%81%D0%B5%D0%BD",2026-04-06T16:32:22.184934+00:00
982,Q98706047,Kasper Andersen,mand,2002-07-01,Bagsværd,55.76,12.455,240706,,,0,,https://it.wikipedia.org/wiki/Kasper_Andersen,2026-04-06T16:32:32.860767+00:00
983,Q23950146,Kasper Asgreen,mand,1995-02-08,Kolding,55.490833333,9.472222222,181257,75.0,1.93,0,,https://en.wikipedia.org/wiki/Kasper_Asgreen,2026-04-06T16:32:43.448536+00:00
